time,x,y,z,qx,qy,qz,qw
1780364412.9067023,6.3290487313540424,-3.780359576786691,0.0,0.0,0.0,0.9999249218408923,-0.012253598715697313
1780364413.0970397,6.292333256318127,-3.7659755651775018,0.0,0.0,0.0,0.9999558765250556,-0.009393881147200136
1780364413.273719,6.231183253224478,-3.776092482306692,0.0,0.0,0.0,0.9999859660182974,-0.005297902080308496
1780364413.4448943,6.189064445991716,-3.7665523222619557,0.0,0.0,0.0,0.9999975566214252,-0.0022105997330157125
1780364413.6005495,6.121864205430942,-3.7775470968818854,0.0,0.0,0.0,0.9999929976188289,0.0037422871761495073
1780364413.8260674,6.081707408707679,-3.764108015287228,0.0,0.0,0.0,0.9999784205997373,0.006569500350471535
1780364414.280549,6.0473823186423665,-3.747661555385409,0.0,0.0,0.0,0.9999393455439345,0.011013865496179397
1780364414.5522463,5.981093806052563,-4.047238663081959,0.0,0.0,0.0,0.9998502771365537,0.01730385245997811
1780364414.778705,5.932886399566783,-4.041858758339743,0.0,0.0,0.0,0.9997780274582407,0.021068835081919868
1780364415.015386,5.894330894504058,-4.009097862301166,0.0,0.0,0.0,0.9996919589588734,0.02481908928567277
1780364415.2383938,5.851612251564927,-3.997278496623657,0.0,0.0,0.0,0.9995672660585014,0.02941565270961918
1780364415.4258008,5.809660047710009,-3.9810059702876224,0.0,0.0,0.0,0.9993877355843114,0.03498791167907295
1780364415.6166925,5.7464204097082465,-3.9899896391272285,0.0,0.0,0.0,0.9991041919016379,0.042318007095976426
1780364415.7707832,5.68040638507123,-3.9676908878132457,0.0,0.0,0.0,0.998904242413822,0.04680079580165601
1780364415.9567974,5.620151814097483,-3.9593351746373697,0.0,0.0,0.0,0.9985975773376097,0.05294221883767732
1780364416.1500332,5.549236869812463,-3.973865955911882,0.0,0.0,0.0,0.9984213588365376,0.05616751925269367
1780364416.325755,5.490813442528468,-3.9683193237379473,0.0,0.0,0.0,0.9982090298353569,0.05982251043842507
1780364416.4819422,5.435634393743719,-3.9523384619697173,0.0,0.0,0.0,0.9979516337148792,0.06397293776124165
1780364416.6824656,5.383392861175487,-3.9543099327945983,0.0,0.0,0.0,0.9975986123006271,0.06926044134903524
1780364416.863384,5.32667912702744,-3.946480327781087,0.0,0.0,0.0,0.9973355961048028,0.07295004278461793
1780364417.0215185,5.297150305810428,-3.931357355535422,0.0,0.0,0.0,0.9970286336457027,0.07703183556545458
1780364417.2105281,5.2774940746529255,-3.8940370968338542,0.0,0.0,0.0,0.9968553722329248,0.07924245611007397
1780364417.3902512,5.23817190031641,-3.881949129585922,0.0,0.0,0.0,0.9965405862320087,0.08310752067270756
1780364417.527889,5.20553054839802,-3.8633152044255317,0.0,0.0,0.0,0.9960662223186239,0.08861196734022911
1780364417.6674125,5.1538261491672,-3.8450322123886194,0.0,0.0,0.0,0.995719519124068,0.09242639901746083
1780364417.8871078,5.104114004140093,-3.82999718011498,0.0,0.0,0.0,0.9961423419185448,0.0877521204133381
1780364418.284008,5.058183402611491,-3.799685880407374,0.0,0.0,0.0,0.9958235554698357,0.0912986657701803
1780364418.4774373,5.001992281823147,-3.775437862762467,0.0,0.0,0.0,0.995499013490983,0.09477190585020173
